Zip,HOMEM,LA/RO,FORD,BUICK,CHEVR,DODGE,PORSC,INTER,ME/BE,JEEP,GMC,BMW,POLAR,KAWAS,HA/DA,VOLKS,CHRYS,VOLVO,LINCO,CADIL,NISSA,YAMAH,HONDA,TOYOT,AUDI,SUBAR,CA/ON,TESLA,MAZDA,FREIG,MITSU,LEXUS,HYUND,KIA,RAM,INFIN,ACURA,Median Income Per Person
11947,8,4,167,5,111,41,5,8,21,78,41,15,3,6,13,19,8,8,19,13,43,10,83,112,10,44,6,4,8,3,3,12,24,18,33,4,6,26913.0
13083,40,1,232,18,325,75,1,12,5,84,78,8,97,6,32,24,20,7,8,9,69,38,124,122,3,72,46,0,8,16,12,4,26,44,81,0,2,75167.0
13813,17,1,138,14,149,40,3,4,5,33,45,10,7,6,20,8,20,2,4,5,42,8,47,80,0,40,15,1,9,0,7,2,24,23,38,0,4,95833.0
13732,53,1,975,75,862,196,10,15,29,288,287,92,25,36,79,98,93,44,34,62,349,39,680,969,32,424,98,14,84,4,47,30,325,210,161,10,34,85877.0
11598,5,99,341,34,346,53,92,7,366,399,71,339,3,6,23,79,66,233,84,118,721,30,1309,780,175,160,2,262,306,12,16,465,531,172,90,159,288,179846.0
14130,3,0,49,7,75,21,0,1,2,13,16,1,2,0,5,3,6,0,0,1,4,2,7,13,0,13,6,0,1,1,0,1,4,6,12,0,0,66083.0
13651,11,0,25,4,30,5,0,0,1,6,4,6,4,4,1,2,1,2,1,1,3,7,14,28,1,14,7,0,1,0,1,3,1,1,5,0,1,95000.0
12042,6,0,52,3,69,18,0,1,0,16,18,4,2,2,17,7,2,2,1,3,12,6,41,30,2,43,6,0,4,0,1,1,10,15,9,1,3,90147.0
14781,33,1,327,23,296,97,1,18,3,71,62,6,18,5,33,13,35,6,3,7,44,8,128,100,3,100,54,2,10,5,12,7,38,45,57,1,1,59643.0
12863,7,2,76,10,108,27,0,3,7,47,35,7,10,6,21,10,10,4,2,5,25,8,81,63,6,44,9,2,8,0,5,3,26,19,19,1,5,87778.0
13368,21,0,225,23,191,53,1,8,4,50,74,5,27,8,26,17,9,5,1,5,32,22,98,58,5,46,27,0,7,5,22,2,19,30,45,4,0,56688.0
13777,12,0,90,12,123,30,0,0,2,26,27,4,5,0,17,7,12,3,3,2,34,7,40,86,2,27,7,0,8,1,3,0,28,24,20,0,2,74500.0
11941,13,24,351,13,255,62,9,9,86,190,61,71,5,12,22,49,16,38,29,29,113,33,215,252,38,97,7,25,35,10,6,71,88,48,54,14,33,119846.0
12132,2,2,36,5,36,10,3,3,9,9,17,3,1,4,9,11,3,4,2,3,1,4,33,55,4,23,2,1,2,1,0,1,2,0,3,2,4,205208.0
14423,34,4,592,94,1026,167,3,23,30,244,227,34,29,14,104,39,72,13,24,30,145,40,243,343,17,194,51,2,42,9,21,15,91,94,149,2,10,76046.0
13645,0,0,20,4,24,4,0,3,0,8,3,1,4,0,4,0,3,0,1,1,0,4,2,5,0,3,1,0,0,0,0,1,1,1,3,0,0,
11955,10,9,310,20,233,65,3,1,62,176,64,42,9,12,42,52,22,18,36,40,177,27,248,262,28,71,4,5,52,3,8,54,176,68,71,11,27,77391.0
13655,32,9,549,126,979,202,1,10,11,196,347,13,38,3,53,45,96,13,31,64,75,23,116,203,13,98,25,4,16,8,19,10,62,83,171,8,7,58344.0
14882,34,6,372,22,479,99,12,24,19,125,78,46,21,12,54,81,40,45,14,13,183,28,376,470,34,289,53,7,43,11,7,20,83,59,79,5,21,98255.0
13202,4,14,1644,37,979,98,15,155,84,215,229,96,5,3,3,71,35,30,22,30,117,5,196,326,52,144,4,14,114,734,22,31,89,79,243,14,18,26271.0
14028,16,1,252,27,422,61,4,6,9,62,86,13,6,12,33,21,33,2,13,17,26,12,71,89,8,46,18,4,11,3,7,3,23,17,40,2,8,68725.0
12149,37,1,211,27,409,76,1,18,10,107,108,14,29,11,43,40,22,16,11,11,96,11,171,136,11,130,24,2,22,23,10,8,58,70,64,1,2,68654.0
14211,19,24,1203,229,1650,456,7,7,118,644,319,99,7,22,29,116,198,15,132,237,509,29,685,1312,53,130,10,8,127,13,81,100,324,285,79,76,88,31841.0
14724,36,1,284,29,461,81,1,28,7,104,90,5,35,4,19,11,23,8,9,6,55,8,132,100,6,90,28,0,15,3,11,2,41,50,72,0,3,67212.0
14506,3,3,134,20,139,16,12,7,23,42,38,53,4,4,9,33,10,9,4,11,45,9,102,154,17,80,5,7,32,3,3,31,18,21,14,7,24,67969.0
12422,6,1,50,2,41,8,1,1,1,16,12,4,1,1,11,5,3,4,3,2,6,1,23,22,1,32,2,2,0,0,2,0,9,4,8,1,1,53906.0
14008,27,3,280,33,406,67,0,9,2,62,96,7,17,13,45,18,22,2,4,10,35,12,53,77,2,45,22,0,6,4,2,2,18,26,30,1,2,65368.0
13622,37,4,371,22,260,95,1,6,10,116,74,11,53,17,40,61,31,12,8,13,76,40,185,180,6,92,72,2,9,2,23,10,57,69,120,2,10,71875.0
13477,26,1,150,19,226,48,0,12,4,68,64,8,22,4,31,31,17,3,9,5,29,12,52,67,8,40,20,0,6,3,26,3,23,21,44,1,3,62870.0
12751,2,2,61,3,68,21,1,1,12,35,7,8,1,0,4,14,10,0,6,7,44,1,67,94,6,21,4,2,13,1,6,7,37,14,11,2,9,50972.0
13461,15,0,297,59,351,62,4,10,9,142,88,26,35,5,29,56,37,31,18,9,90,32,197,386,22,167,38,7,53,2,28,16,66,59,58,5,5,88083.0
12007,2,0,54,0,25,15,0,1,2,15,8,1,2,4,6,4,2,2,0,0,7,2,11,14,1,11,0,0,0,0,0,3,1,6,0,1,1,86125.0
12175,13,1,122,11,93,30,0,4,9,54,36,6,25,9,18,14,6,5,1,3,43,14,67,79,6,63,20,0,7,0,5,1,23,16,35,1,1,83734.0
14173,6,1,107,7,106,19,1,4,0,26,24,4,5,2,18,7,11,1,1,3,18,3,18,22,2,10,8,1,1,1,1,0,7,10,21,1,0,93306.0
13355,6,1,114,7,132,33,0,6,0,54,45,7,8,2,15,20,13,3,5,4,29,24,43,60,1,61,17,0,9,6,11,2,12,10,32,0,0,66645.0
12139,9,0,49,1,40,8,2,3,1,11,17,3,10,2,8,4,2,4,1,2,9,6,23,43,5,26,8,0,4,1,4,2,7,6,9,0,1,83750.0
13335,16,0,314,14,191,86,0,10,9,53,54,4,15,9,22,19,26,4,6,6,68,11,98,97,5,98,19,1,8,17,7,3,33,19,49,0,2,51977.0
13041,47,17,944,137,1597,306,13,10,91,724,273,156,114,37,140,229,123,44,87,95,491,68,755,926,71,500,70,39,274,18,109,82,267,439,331,46,60,109119.0
10532,7,16,835,36,395,126,16,53,121,347,122,138,3,9,38,87,31,55,48,41,201,14,630,439,106,373,6,31,108,504,17,117,148,128,134,33,132,131531.0
11004,6,29,405,41,289,95,24,2,298,276,58,218,2,9,27,146,36,36,38,76,642,18,1300,1486,124,338,1,117,159,13,31,299,423,112,50,64,196,112311.0
10027,2,62,449,43,292,137,31,2,295,276,135,350,2,12,9,205,72,115,29,60,507,20,998,1161,145,324,1,65,156,5,58,152,228,156,33,75,167,63125.0
12140,14,1,221,8,218,48,3,22,13,99,53,38,20,4,26,29,15,12,11,9,68,13,162,160,8,109,10,1,36,1,13,10,31,44,57,7,8,93750.0
13744,12,1,142,10,138,37,1,1,2,49,43,6,4,1,22,15,17,4,1,9,49,7,62,117,3,44,18,1,11,1,5,3,40,27,25,0,5,61250.0
12407,3,0,52,4,54,11,1,8,9,18,28,0,1,4,7,5,3,0,1,3,11,5,14,21,4,24,2,0,1,1,1,0,2,7,7,0,0,61875.0
14213,22,15,944,127,1146,296,4,20,82,541,180,108,6,13,39,235,132,54,51,68,508,39,1012,1579,65,599,14,14,210,12,82,93,394,320,91,31,98,47558.0
10993,2,12,293,17,180,63,4,17,76,134,29,89,3,9,16,44,18,7,18,24,265,4,767,646,26,124,2,12,62,4,22,48,188,97,40,22,110,59288.0
12307,5,6,297,14,326,118,1,4,100,118,74,90,0,3,12,37,44,10,12,29,359,4,495,382,21,43,2,1,29,3,40,73,132,187,35,70,60,31571.0
13155,6,0,84,7,111,30,0,0,2,39,19,1,8,5,7,5,5,3,0,2,33,7,20,44,2,32,9,0,3,3,5,2,8,10,19,0,0,63229.0
14555,27,3,126,20,184,39,1,6,14,64,39,9,18,7,22,12,12,12,4,11,27,22,72,59,1,62,11,1,14,0,6,9,11,21,34,3,3,72885.0
12547,21,7,350,25,289,114,6,44,64,188,92,78,24,20,40,43,34,22,19,42,134,10,282,264,28,176,18,10,47,7,13,26,97,44,124,15,46,98375.0
13612,14,2,451,17,270,90,1,6,8,137,71,18,73,11,44,42,31,10,9,14,66,42,167,178,4,80,35,0,18,1,38,9,49,67,177,3,6,70223.0
11693,4,12,316,28,320,110,14,3,104,327,78,93,3,10,36,107,55,30,25,31,580,35,603,565,34,193,1,26,107,7,31,102,265,124,63,56,86,72714.0
12916,59,0,332,44,333,99,0,6,5,109,108,3,47,3,15,17,37,7,1,8,56,36,92,134,4,89,58,0,11,7,22,4,59,34,81,1,4,52339.0
13302,45,0,239,20,337,57,2,8,4,68,45,6,116,5,37,20,18,4,8,5,44,18,54,74,7,67,32,1,8,0,18,3,32,32,55,1,1,52056.0
14737,54,1,449,73,729,238,3,20,8,222,175,9,31,14,88,26,49,6,13,16,115,35,97,191,7,126,67,1,22,6,12,4,73,92,177,5,6,55461.0
13360,7,1,57,4,88,12,3,5,4,25,49,4,36,14,8,6,3,2,1,5,5,23,25,36,1,26,5,2,3,3,4,2,5,6,15,1,3,92857.0
14720,6,1,92,6,101,15,0,12,0,30,17,0,0,4,9,2,8,0,8,1,26,3,27,44,0,31,12,0,0,3,1,1,22,17,21,0,0,39943.0
14427,17,0,281,37,433,106,0,22,2,130,84,3,23,6,44,17,37,3,5,10,51,20,63,139,2,76,12,0,6,1,6,1,34,34,91,4,2,63786.0
12928,23,1,296,26,382,65,0,5,8,86,86,13,10,11,49,20,21,6,3,10,47,29,85,179,5,83,43,4,17,5,16,3,42,32,76,0,6,71571.0
13684,32,1,201,20,176,53,1,11,1,70,44,0,50,6,22,7,19,4,4,1,28,24,59,90,1,39,24,0,3,1,13,0,15,8,58,0,3,58077.0
12187,12,0,91,3,122,24,1,7,7,52,34,5,5,3,19,17,7,6,3,0,28,6,79,55,6,51,5,1,8,0,3,4,17,18,15,2,0,72083.0
10998,17,12,399,30,370,110,10,14,39,179,101,58,19,18,53,75,13,16,24,21,135,34,337,364,34,216,35,18,54,5,12,36,176,69,131,9,55,122833.0
14855,13,0,119,12,119,45,0,3,1,55,33,2,12,3,5,7,16,3,3,4,23,4,29,32,0,23,4,0,2,12,3,1,7,8,32,0,1,66339.0
14113,9,0,176,12,179,30,2,5,2,37,33,3,14,4,16,11,7,3,3,6,24,8,36,65,2,29,12,0,4,8,2,1,13,11,37,2,1,84375.0
13418,1,0,45,5,23,9,0,0,0,10,8,2,0,1,4,4,2,3,0,0,8,2,19,17,0,15,4,0,2,0,1,1,4,3,6,0,0,101250.0
12022,11,0,115,6,133,35,1,8,0,49,40,8,9,9,16,16,3,2,3,6,38,5,71,76,5,69,8,0,10,1,8,3,15,24,29,0,1,93125.0
14806,31,0,454,37,333,168,3,22,5,133,92,3,17,7,34,14,41,6,16,21,99,20,76,111,1,69,35,1,10,5,8,7,29,43,97,1,0,65804.0
14803,18,1,140,11,159,67,1,2,5,54,44,11,3,4,14,13,17,4,1,5,62,18,60,110,3,96,21,0,18,4,5,3,15,13,26,1,2,56094.0
12913,15,0,145,8,112,24,1,4,4,59,51,5,14,2,21,10,10,6,2,3,38,13,72,113,4,61,24,2,7,2,10,2,23,18,48,0,2,68182.0
14752,0,0,13,7,14,7,0,0,1,5,2,1,0,2,1,2,3,1,1,2,0,0,7,29,0,21,1,0,2,0,0,0,5,4,3,0,0,79722.0
11219,0,35,1235,73,560,209,35,12,383,311,165,344,3,9,15,152,203,124,148,132,858,50,3032,3777,169,174,3,127,335,99,45,755,560,295,81,125,368,51194.0
11237,0,26,626,19,382,141,12,25,144,261,123,142,0,8,36,143,66,56,33,45,528,33,1166,974,54,228,3,29,130,42,53,87,253,99,48,67,148,79136.0
10002,1,79,533,38,333,167,99,7,543,367,84,462,3,15,43,218,82,143,40,83,664,28,1803,2167,230,437,1,139,214,7,73,616,314,186,48,107,349,43362.0
14507,26,0,205,26,231,48,3,11,6,59,68,8,14,8,34,10,20,18,3,5,39,21,61,112,8,69,39,1,21,4,2,6,32,30,42,1,1,76023.0
10454,0,19,572,16,298,164,11,21,165,235,92,119,7,11,12,54,65,19,15,39,381,17,827,681,42,78,1,33,69,29,73,48,168,92,59,55,125,26400.0
12468,14,1,159,16,177,49,4,12,12,67,111,11,11,6,37,35,14,11,5,5,56,4,87,112,7,93,20,0,12,1,2,10,28,19,35,2,1,59722.0
11569,3,23,108,9,80,16,20,6,60,124,39,50,4,1,10,47,16,23,14,16,46,9,104,98,37,107,0,23,25,0,5,35,42,34,16,11,20,104386.0
12024,5,0,17,3,19,3,0,0,2,5,6,1,1,1,2,3,2,0,0,0,7,1,8,16,0,15,3,0,5,0,1,1,4,6,4,1,0,75078.0
10527,4,1,89,2,54,7,6,0,33,69,16,41,0,1,3,23,4,19,1,8,30,8,103,64,28,100,3,7,23,2,3,21,23,13,14,3,16,208462.0
12976,6,0,30,3,32,6,2,0,2,14,18,1,5,2,4,3,2,3,1,3,8,13,24,27,2,26,6,2,0,0,1,0,5,7,8,0,0,68672.0
13145,39,1,243,32,340,71,2,11,1,97,66,6,70,14,49,41,21,8,8,7,56,48,86,123,10,75,37,0,17,1,21,2,35,41,81,0,4,44554.0
13832,6,0,73,5,96,33,0,2,0,27,22,0,1,1,15,6,9,1,1,3,26,5,29,30,3,27,10,1,6,0,7,0,13,14,24,0,0,56250.0
12820,0,2,14,2,26,1,3,0,8,5,14,8,5,1,1,3,1,3,0,2,2,4,20,13,6,12,1,1,0,0,1,2,5,1,6,3,2,126324.0
13630,25,0,175,23,228,63,0,15,0,63,52,3,26,2,15,9,25,5,3,7,22,16,40,72,2,51,27,1,7,1,8,0,21,17,52,1,0,52063.0
12934,28,1,180,18,172,27,0,6,3,29,69,0,26,5,10,4,5,4,2,3,33,9,52,53,0,39,15,0,2,3,3,0,31,27,38,0,3,70278.0
13348,10,0,218,16,176,48,0,7,5,72,49,11,13,16,21,18,15,9,6,7,66,18,85,108,4,96,20,1,12,2,7,0,34,19,46,1,1,76203.0
12941,15,2,163,6,144,20,3,6,8,84,55,8,2,2,20,18,10,18,3,3,44,7,107,155,12,104,27,2,12,3,14,3,39,33,57,1,3,78125.0
14101,31,2,290,28,323,87,2,7,6,95,76,8,20,10,42,20,34,4,6,11,34,30,49,73,4,48,42,0,7,1,5,7,19,32,61,4,7,62500.0
13435,6,0,28,2,38,5,0,1,1,5,15,1,11,0,9,2,6,3,3,3,11,3,36,37,1,15,5,0,7,0,6,0,11,5,13,1,1,60795.0
12930,13,1,132,10,106,42,0,8,3,43,40,1,13,5,14,4,6,2,5,4,17,17,32,46,0,29,20,1,2,4,7,0,10,19,29,0,0,64615.0
13404,2,0,35,1,18,7,0,2,0,9,3,0,5,2,1,0,0,0,0,0,6,6,31,10,1,5,1,0,0,0,1,1,2,2,5,0,1,45000.0
12998,2,0,44,5,65,16,0,0,1,25,24,1,5,2,13,4,2,0,0,2,8,11,26,31,0,14,8,0,9,0,10,0,8,11,25,1,0,38125.0
12969,15,0,79,9,50,20,0,1,1,21,23,1,15,5,14,5,5,6,2,3,8,27,36,33,0,25,12,0,1,0,3,0,5,6,14,0,0,57188.0
14129,18,1,278,23,267,49,0,4,2,83,72,2,19,6,60,10,19,0,4,10,26,23,34,60,0,34,25,1,6,0,2,4,18,16,64,2,1,69306.0
13331,11,0,55,11,46,6,1,0,2,19,38,6,15,2,10,4,0,2,2,1,4,36,25,22,7,24,3,0,2,1,0,0,0,3,13,0,3,62222.0
14784,18,0,173,9,163,50,4,16,1,36,29,2,19,6,19,7,11,0,5,1,22,6,30,59,1,38,21,0,4,4,4,3,12,8,41,0,1,68500.0
14521,36,0,497,21,339,110,3,16,4,104,79,11,21,12,31,34,38,9,15,11,77,29,104,194,9,102,35,1,17,6,9,6,54,47,53,1,9,60711.0
14755,29,1,483,39,521,153,0,37,6,188,113,4,21,15,76,15,40,15,6,24,75,15,101,181,4,112,45,1,15,3,10,1,36,63,101,2,2,59135.0
12914,9,0,99,14,153,28,0,8,2,27,57,0,15,5,5,3,11,2,4,4,19,7,31,38,1,17,9,0,1,2,4,4,10,18,31,0,1,47083.0
13318,15,1,144,10,197,35,0,19,2,69,61,8,17,10,18,19,10,4,4,6,63,9,75,119,8,51,12,2,19,6,13,4,38,29,46,3,1,83438.0
13345,4,0,39,4,20,4,0,5,0,15,12,0,11,0,7,2,2,0,1,1,8,3,15,10,2,9,5,0,1,0,2,0,2,5,6,0,0,52750.0
13061,15,2,127,10,168,24,4,8,6,68,39,18,24,3,21,21,8,9,4,3,25,13,65,120,12,56,22,2,19,0,9,1,27,13,41,1,2,78583.0
13780,18,0,147,15,160,67,0,0,4,54,52,2,13,10,24,11,17,3,6,5,39,9,59,75,7,79,26,1,9,3,8,2,23,15,50,1,1,70179.0
13205,18,18,807,190,1287,361,4,38,111,514,229,112,22,15,60,205,151,48,104,131,509,26,591,731,62,359,30,9,187,3,166,79,350,357,125,58,64,37510.0
12812,1,1,14,2,16,3,1,1,2,5,8,2,10,0,5,3,1,1,0,0,7,3,10,40,3,16,3,0,3,0,1,1,4,2,10,0,1,183047.0
13063,19,0,252,16,321,65,2,19,7,71,57,21,38,8,44,51,19,17,8,11,43,16,102,185,11,126,25,4,40,2,4,6,38,26,76,2,5,75238.0
14571,19,1,205,12,308,53,1,10,9,59,79,12,15,7,12,14,14,3,4,13,35,19,57,79,6,28,23,0,18,17,6,4,20,21,26,2,3,70598.0
11366,0,51,276,12,169,83,39,0,345,168,31,354,1,11,17,104,50,67,46,67,565,16,1026,1292,111,307,0,117,164,3,26,518,260,97,29,92,181,114881.0
12853,23,2,184,10,178,52,0,9,8,90,53,14,23,6,37,20,12,11,2,6,41,9,97,121,5,105,32,3,16,0,4,3,53,30,64,1,0,51824.0
12517,5,0,44,2,35,9,3,2,5,12,17,6,1,0,2,15,1,7,2,2,15,3,19,40,7,43,3,3,9,1,0,3,14,6,10,0,2,95250.0
12174,3,0,45,1,48,8,0,1,2,9,8,2,1,0,9,3,7,1,0,3,4,4,20,54,3,11,2,1,5,0,1,2,12,10,10,0,0,44569.0
11207,1,67,1351,64,1166,417,17,79,564,711,222,493,0,33,39,221,146,57,76,178,1848,38,2521,2197,176,232,0,93,223,51,155,433,645,291,73,337,438,52569.0
10706,4,24,318,20,243,43,33,8,183,198,48,264,0,8,15,206,29,182,23,21,162,15,935,779,226,880,1,157,204,5,14,139,200,124,27,31,133,161908.0
13607,35,1,299,24,265,53,1,10,9,124,64,19,23,13,16,34,20,17,6,17,43,51,136,105,7,82,36,1,15,5,26,8,38,34,88,3,2,60667.0
12575,9,7,304,19,237,74,4,7,45,112,51,68,12,13,33,55,21,19,27,21,141,15,255,271,23,122,19,20,45,13,15,33,118,61,52,10,32,142104.0
12482,9,2,95,4,112,25,1,1,8,39,29,5,5,2,18,16,10,2,3,4,25,7,21,58,4,54,8,0,6,3,3,1,21,15,12,0,3,107941.0
13812,17,2,316,32,290,110,0,8,7,83,79,9,9,10,17,26,21,13,10,12,150,11,129,191,4,82,33,2,13,5,21,6,62,43,72,1,6,71029.0
12207,4,5,1265,6,767,156,1,85,41,94,61,40,75,36,5,38,15,12,7,9,152,96,205,191,16,77,12,13,45,34,12,24,119,53,309,14,19,45682.0
10279,0,0,1,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,250001.0
13468,6,0,73,4,63,22,0,1,2,22,23,3,8,3,21,4,7,4,1,0,16,3,44,42,2,35,6,1,3,0,2,0,13,5,12,0,1,52500.0
13835,27,2,162,20,239,59,0,8,4,67,67,7,13,8,27,21,12,8,2,8,66,10,73,117,3,60,35,0,13,3,14,2,24,36,52,1,1,63250.0
12917,29,0,228,21,186,51,0,14,1,43,95,3,20,12,34,8,12,8,3,8,31,27,45,86,4,64,29,0,2,3,13,1,37,22,49,0,1,68185.0
11423,3,91,556,31,406,215,32,8,544,405,100,501,0,18,15,137,73,56,49,87,1326,29,1827,2029,171,276,1,138,182,28,69,513,436,141,60,235,320,79500.0
12760,5,0,81,5,58,17,3,2,4,32,15,4,8,2,9,9,8,6,1,1,23,0,22,57,5,28,8,1,7,0,5,4,16,7,16,0,1,85300.0
13674,3,0,26,2,40,3,0,1,1,9,5,0,7,2,3,3,0,0,0,0,5,3,12,10,0,4,3,0,0,1,4,0,2,3,15,1,0,44451.0
13679,39,1,277,23,315,76,1,11,9,106,81,12,66,16,36,28,26,5,9,9,38,53,113,99,2,79,54,0,15,1,19,4,27,38,93,3,5,93250.0
12778,4,2,95,11,85,32,3,1,29,63,13,20,15,3,14,20,11,4,8,9,37,12,69,78,12,62,7,0,21,1,1,11,31,15,24,4,7,63472.0
11765,0,31,38,2,37,11,31,7,81,43,16,59,1,3,2,10,9,19,3,11,11,2,33,32,22,37,1,12,10,0,0,12,3,1,8,6,3,250001.0
14303,13,5,330,88,577,139,1,6,23,197,84,23,6,15,25,33,61,11,29,62,112,15,112,260,8,34,16,8,25,63,14,36,96,94,52,11,11,39256.0
14775,45,1,391,31,404,106,0,21,5,117,90,5,13,12,42,16,43,4,9,13,60,6,122,109,4,87,37,2,12,4,19,3,45,73,71,3,3,48333.0
14767,42,1,226,17,226,53,0,9,1,59,39,2,18,3,25,10,22,1,6,5,33,4,78,89,0,94,35,0,4,1,6,0,23,38,66,1,2,62609.0
14785,1,0,14,3,17,6,0,4,1,1,4,1,3,0,3,1,5,0,1,0,4,2,5,9,1,9,2,0,0,3,0,0,1,2,4,0,0,
10464,3,10,182,17,166,49,8,1,85,140,38,85,2,6,30,54,28,23,11,26,136,20,343,290,37,192,1,20,52,1,12,54,119,62,28,14,59,129109.0
12513,12,3,116,9,104,37,3,20,12,53,44,15,3,2,13,28,6,15,9,10,26,3,67,199,9,74,14,3,17,3,3,6,16,28,28,1,7,37679.0
10455,0,20,513,24,277,164,5,63,135,244,199,134,0,7,12,67,57,286,7,72,470,20,1054,962,43,151,0,45,80,51,85,57,307,142,24,45,162,35813.0
13834,6,0,12,3,24,8,0,1,0,13,5,0,1,3,3,0,2,0,1,1,9,5,12,11,1,15,2,0,2,1,2,0,9,1,3,0,0,52277.0
14716,36,0,274,41,357,110,1,9,1,131,60,9,10,12,43,13,51,5,6,8,54,10,79,110,4,57,40,0,16,6,11,3,49,47,84,3,7,49333.0
14853,6,1,267,0,164,71,2,10,8,9,8,6,5,0,0,9,8,4,1,0,23,2,17,116,1,17,5,1,2,4,2,1,11,3,54,0,2,
13160,21,0,192,16,538,48,0,15,3,82,80,14,21,9,27,18,14,7,8,11,87,20,103,120,9,90,28,5,18,28,7,7,32,29,40,2,6,91058.0
14060,12,0,84,8,105,21,0,8,0,26,18,0,5,1,14,2,10,0,2,3,9,10,5,21,0,15,5,0,2,5,1,0,8,11,19,0,0,64583.0
13739,15,1,113,7,172,42,0,10,2,35,72,6,4,8,8,6,9,6,1,5,38,4,78,60,2,74,17,0,12,3,4,6,19,14,45,0,0,60893.0
12720,2,1,35,0,24,14,0,0,11,12,7,7,4,0,3,4,1,2,2,0,13,3,12,15,2,13,1,1,4,0,0,3,13,4,11,0,2,250001.0
12784,3,0,11,2,20,4,0,1,2,3,1,0,0,0,2,1,2,1,1,1,8,0,6,26,1,7,2,0,0,2,1,2,4,5,8,0,1,46339.0
13122,4,0,189,11,168,38,2,2,2,42,49,10,15,5,32,29,16,9,1,1,27,2,66,96,12,57,12,1,15,3,7,5,17,27,37,0,5,59483.0
10460,1,33,691,34,455,244,8,14,262,399,118,248,2,12,26,111,97,18,27,46,752,30,1865,1591,63,141,1,52,136,20,97,154,364,218,44,102,300,33080.0
14585,1,0,59,4,45,6,0,1,1,13,21,2,1,1,5,5,0,0,1,0,15,2,12,17,0,7,8,0,3,2,0,1,6,7,14,0,0,39219.0
13110,32,1,315,21,452,75,3,13,12,130,68,17,64,14,60,24,11,20,11,15,76,22,167,220,17,168,46,6,32,5,11,6,42,47,74,8,1,92188.0
12543,2,6,210,30,362,76,0,12,41,119,27,44,0,8,33,35,20,18,15,20,215,10,316,322,14,122,6,4,49,10,27,28,146,117,41,10,47,90111.0
10596,3,3,141,6,140,57,1,4,22,88,32,17,4,7,22,42,7,7,5,13,79,6,210,152,21,98,3,4,22,3,13,6,82,31,26,6,25,70833.0
10037,0,27,153,24,118,63,9,2,153,128,28,139,0,5,4,46,36,29,25,45,223,6,325,351,45,55,0,13,40,2,17,84,123,61,10,45,74,50177.0
12222,0,0,99,0,26,19,0,8,0,2,1,1,2,0,0,3,0,0,0,0,9,0,12,5,0,2,0,0,0,3,0,0,1,1,2,0,1,108750.0
14208,6,14,451,149,754,202,6,3,74,347,133,55,0,7,11,63,105,15,73,113,218,4,213,360,27,68,4,1,68,3,44,49,166,130,35,34,28,44590.0
11804,4,22,376,36,205,75,25,9,163,296,54,162,5,4,16,108,151,72,32,51,301,9,523,344,106,196,2,85,145,12,11,142,225,83,52,45,132,173750.0
12202,6,10,378,26,355,101,2,9,101,184,82,91,2,6,9,96,42,19,17,27,380,4,578,453,30,154,6,8,78,6,32,53,181,222,45,50,92,45172.0
10535,4,1,60,6,64,13,2,5,13,29,16,21,0,1,3,11,1,3,4,4,39,1,105,42,9,58,1,0,5,1,5,7,36,9,21,3,11,146635.0
10604,7,108,652,50,558,133,90,18,411,670,188,474,3,26,50,198,44,110,83,101,395,25,1177,844,223,504,8,125,239,19,34,229,286,162,121,84,267,111583.0
12520,6,10,221,22,174,55,12,15,50,130,42,71,3,6,28,95,19,46,25,16,153,8,336,377,43,231,9,28,59,3,11,34,104,88,32,7,24,118333.0
11796,9,8,357,14,276,65,4,3,43,199,64,45,14,7,32,91,28,32,16,25,212,11,363,367,26,154,3,12,76,1,9,37,175,96,67,13,47,156136.0
12945,27,0,88,6,80,10,0,2,3,27,33,5,25,1,11,4,4,8,1,2,29,14,34,99,4,53,11,1,1,1,6,2,25,12,26,1,0,71250.0
11948,5,13,142,4,136,36,5,1,26,81,35,43,3,10,11,29,21,16,14,17,44,14,96,151,25,54,2,19,18,7,7,18,25,18,27,5,5,121250.0
13783,21,1,262,28,369,87,0,16,16,123,109,29,26,15,27,26,15,10,15,21,111,26,152,223,8,108,46,2,16,8,19,18,55,48,47,7,5,51023.0
10970,8,29,646,47,385,115,30,46,278,393,81,300,2,15,20,123,54,49,52,50,578,32,1294,1516,128,405,11,110,208,7,26,229,469,194,94,80,212,101974.0
10474,1,20,359,9,201,61,5,165,80,99,89,63,2,8,6,20,14,45,9,18,188,4,340,240,18,34,0,10,27,191,39,27,56,39,94,22,51,40795.0
12741,1,0,44,0,32,11,0,1,1,16,13,3,2,1,4,5,1,1,0,2,12,4,13,16,1,24,3,1,1,1,1,0,8,4,8,0,1,43281.0
11577,4,167,381,47,342,72,230,12,840,563,87,850,12,19,28,169,50,182,38,122,389,29,844,899,365,336,3,388,198,31,12,544,215,82,77,113,347,191607.0
11208,2,84,1218,72,782,379,20,28,812,668,221,520,3,35,40,180,143,44,105,148,2068,52,2979,7802,160,201,3,519,244,35,166,447,574,305,96,399,516,56298.0
13495,9,1,231,18,206,51,1,4,9,80,77,16,7,4,20,46,16,8,28,11,116,11,126,174,10,105,12,4,63,12,15,15,120,56,43,3,6,58653.0
